name,count,pctwhite,pctblack
RAYMOND,38158,82.76,11.12
BLACKBURN,38137,88.9,7.01
DUFFY,37962,92.13,4.13
LANDRY,37961,84.84,11.98
DOUGHERTY,37903,95.88,1
BAUTISTA,37847,3.76,0.3
SHAH,37833,4.05,1.14
POTTS,37687,81.77,13.81
ARROYO,37678,5.26,0.68
VALENTINE,37669,68.97,22.19
MEZA,37662,4.25,0.29
GOULD,37660,88.59,6.7
VAUGHAN,37591,84.03,12.38
FRY,37542,92.6,3.13
RUSH,37470,76.89,19.33
AVERY,37440,72.69,23.06
HERRING,37353,74.74,21.57
DODSON,37298,83.09,12.23
CLEMENTS,37237,86.47,9.71
SAMPSON,37234,62.78,28.87
TAPIA,37201,5.19,0.29
BEAN,37145,83.01,12.77
LYNN,37125,86.49,8.78
CRANE,37123,91.58,4.27
FARLEY,37116,85.58,10.34
CISNEROS,37050,4.98,0.27
BENTON,37032,71.59,23.99
ASHLEY,37021,74.37,19.6
MCKAY,36948,82.16,12.95
FINLEY,36874,74.74,20.65
BEST,36862,73.73,22.04
BLEVINS,36841,91.1,4.76
FRIEDMAN,36833,96.54,0.46
MOSES,36814,57.92,33.8
SOSA,36813,5.76,0.44
BLANCHARD,36764,87.06,8.63
HUBER,36729,96.62,0.35
FRYE,36716,84.31,11.53
KRUEGER,36694,97.06,0.16
BERNARD,36546,67.36,23.32
ROSARIO,36539,6.17,1.69
RUBIO,36531,6.4,0.39
MULLEN,36442,89.68,6.41
BENJAMIN,36439,53.29,39.24
HALEY,36433,83.27,12.9
CHUNG,36422,2.34,1.93
MOYER,36421,94.94,2.26
CHOI,36390,1.5,0.15
HORNE,36288,73.44,22.96
YU,36285,1.45,0
WOODWARD,36242,91.25,4.72
ALI,36079,15.25,21.83
NIXON,36037,65.46,29.85
HAYDEN,36024,82.78,13.35
RIVERS,35980,42.48,50.21
ESTES,35839,88.53,6.72
MCCARTY,35718,90.18,5.82
RICHMOND,35715,74.23,21.73
STUART,35701,85.41,9.81
MAYNARD,35648,88.94,6.64
BRANDT,35616,95.56,0.8
OCONNELL,35610,96.43,0.29
HANNA,35599,87.38,6.46
SANFORD,35565,78.41,17.36
SHEPPARD,35554,70.37,25.26
CHURCH,35539,90.86,5.22
BURCH,35521,80.58,14.86
LEVY,35464,82.6,11.23
RASMUSSEN,35453,96.02,0.2
COFFEY,35442,89.96,6.37
PONCE,35400,6.34,0.36
FAULKNER,35389,81.58,14.54
DONALDSON,35387,74.7,21.23
SCHMITT,35326,96.82,0.19
NOVAK,35282,96.84,0.27
COSTA,35227,83.35,1.21
MONTES,35196,5.88,0.61
BOOKER,35101,30.09,65.57
CORDOVA,35074,11.18,0.64
WALLER,35001,71.82,24.64
ARELLANO,34999,5.02,0.15
MADDOX,34970,72.36,23.99
MATA,34888,6.15,0.21
BONILLA,34824,5.49,0.85
STANTON,34812,84.09,11.72
COMPTON,34788,88.96,7.22
KAUFMAN,34786,95.77,1.31
DUDLEY,34770,68.68,26.99
MCPHERSON,34763,76.9,18.88
BELTRAN,34736,5.93,0.3
DICKSON,34698,78.17,16.55
MCCANN,34692,91.23,5.39
VILLEGAS,34684,4.47,0.33
PROCTOR,34682,72.28,21.24
HESTER,34675,75.85,20.78
CANTRELL,34674,91.12,4.65
DAUGHERTY,34650,91.64,4.17
CHERRY,34615,60.87,34.98
BRAY,34575,83.07,12.27
DAVILA,34541,6.71,0.72
ROWLAND,34498,88.72,6.97
LEVINE,34472,92.54,3.96
MADDEN,34472,86.7,9.78
SPENCE,34435,75.73,19.67
GOOD,34430,91.3,5.11
IRWIN,34374,93.92,2.15
WERNER,34352,96.4,0.37
KRAUSE,34345,96.58,0.39
PETTY,34278,75.78,20.32
WHITNEY,34251,87.11,8.41
BAIRD,34233,93.1,2.99
HOOPER,34084,81.92,13.06
POLLARD,34079,65.1,30.34
ZAVALA,34068,4.1,0.17
JARVIS,34050,87.02,8.4
HOLDEN,34041,78.91,16.9
HAAS,34032,96.67,0.23
HENDRIX,34032,80.35,15.49
MCGRATH,34031,95.91,0.59
BIRD,33962,90.03,3.09
LUCERO,33922,11.88,0.22
TERRELL,33914,57.43,38.31
RIGGS,33868,89.44,5.83
JOYCE,33843,89.32,7.51
MERCER,33797,83.74,12.35
ROLLINS,33797,70.86,25.07
GALLOWAY,33773,72.1,23.51
DUKE,33745,87.36,7.93
ODOM,33717,71.3,25.06
ANDERSEN,33508,95.51,0.57
DOWNS,33494,85.69,9.75
HATFIELD,33464,93.68,2.77
BENITEZ,33441,4.97,0.53
ARCHER,33411,81.9,12.99
HUERTA,33348,4.44,0.22
TRAVIS,33339,76.04,20.02
MCNEIL,33239,55.32,40.8
HINTON,33209,55.63,40.04
ZHANG,33202,0.61,0.09
HAYS,33194,92.62,3.52
MAYO,33126,67.05,22.51
FRITZ,33068,94.65,2.1
BRANCH,33040,49.23,46.39
MOONEY,32953,92.39,3.97
EWING,32925,78.68,17.11
RITTER,32864,94.11,2.86
ESPARZA,32772,5.4,0.14
FREY,32735,96.24,0.87
BRAUN,32676,95.97,0.5
GAY,32672,73.81,21.5
RIDDLE,32654,89.84,5.62
HANEY,32644,88.96,7.03
KAISER,32567,94.64,1.69
HOLDER,32466,76.28,18.99
CHANEY,32433,73.58,22.34
MCKNIGHT,32386,62.47,33.86
GAMBLE,32377,59.63,35.93
VANG,32333,1.44,0.15
COOLEY,32287,80.16,16.22
CARNEY,32282,87.32,8.39
COWAN,32242,81.67,14.38
FORBES,32228,74.24,20.26
FERRELL,32174,76.95,19.21
DAVIES,32165,91.34,5.01
BARAJAS,32147,3.28,0.17
SHEA,32069,95.74,0.34
OSBORN,32044,92.72,2.85
BRIGHT,32042,73.21,22.33
CUEVAS,32015,9.04,0.34
BOLTON,31995,75.55,20.39
MURILLO,31964,4.81,0.3
LUTZ,31940,96.18,0.54
DUARTE,31896,18.08,1.31
KIDD,31886,76.98,18.85
KEY,31882,71.31,23.7
COOKE,31860,80.5,15.06
GOFF,31806,88.96,7.25
DEJESUS,31803,6.43,1.61
MARIN,31786,14.74,1.21
DOTSON,31784,70.32,25.84
BONNER,31761,56.25,39.74
COTTON,31759,53.59,41.92
MERRILL,31758,91.74,3.91
LINDSAY,31744,75.11,20.51
LANCASTER,31686,85.89,9.64
MCGOWAN,31669,77.96,18.69
FELIX,31631,21.19,11.15
SALGADO,31627,4.56,0.28
SLATER,31569,81.47,14.41
CARVER,31566,90.64,5.51
GUTHRIE,31530,89.92,5.53
HOLMAN,31514,72.27,23.26
FULTON,31513,74.06,21.56
SNIDER,31418,93.71,2.66
SEARS,31387,84.68,10.85
WITT,31360,93.04,3.29
NEWELL,31317,81.55,14.44
BYERS,31299,82.91,13.39
LEHMAN,31296,96.36,0.7
GORMAN,31285,91.48,3.11
COSTELLO,31266,91.81,1.33
DONAHUE,31251,93.76,2.72
DELANEY,31236,85.31,10.89
ALBERT,31159,80.36,12.39
WORKMAN,31151,91.28,4.83
ROSAS,31050,4.73,0.24
SPRINGER,31044,85.65,9.61
JUSTICE,30956,87.72,8.87
KINNEY,30956,87.58,7.37
ODELL,30951,93.29,2.05
LAKE,30924,83.56,11.32
DONNELLY,30919,95.46,1.13
LAW,30900,68.5,15.12
DAILEY,30894,79.67,16.05
GUEVARA,30844,5.14,0.49
SHOEMAKER,30756,94.82,2.02
BARLOW,30749,82.57,13.09
MARINO,30735,87.16,0.63
WINTER,30721,94.61,1.89
CRAFT,30653,82.89,13.88
KATZ,30615,96.32,0.35
PICKETT,30552,67.7,28.89
ESPINOSA,30538,9.1,0.49
DALY,30434,92.85,3.18
MALONEY,30434,93.23,2.99
GOLDSTEIN,30429,95.96,0.72
CROWLEY,30416,91.49,5.08
VOGEL,30388,96.4,0.36
KUHN,30342,96.29,0.51
PEARCE,30276,90.57,5.59
HARTLEY,30236,90.68,5.78
CLEVELAND,30233,68.37,25.2
PALACIOS,30231,5.22,0.47
MCFADDEN,30205,63.18,33.42
BRITT,30200,75.76,20.46
WOOTEN,30185,67.9,28.2
CORTES,30141,8.96,1.29
DILLARD,30118,55.86,39.2
CHILDERS,30079,91.67,3.89
ALFORD,30050,66.04,29.62
DODD,30029,85.74,10.01
EMERSON,30028,86.26,8.44
WILDER,30023,69.88,25.74
LANGE,29977,95.09,1.45
GOLDBERG,29968,96.49,0.5
QUINTERO,29952,4.95,0.36
BEACH,29940,91.13,4.83
ENRIQUEZ,29886,5.28,0.59
QUINTANA,29755,9.52,0.38
HELMS,29727,92.75,4.22
MACKEY,29718,72.25,23.46
FINCH,29703,81.27,14.84
CRAMER,29666,95.22,1.22
MINOR,29634,57.59,36.61
FLANAGAN,29563,90.32,6.15
FRANKS,29531,84.16,11.59
CORONA,29525,10.94,0.24
KENDALL,29524,87.55,8.69
MCCABE,29523,92.96,1.15
HENDRICKSON,29496,93.49,2.16
MOSER,29485,95.7,1.25
MCDERMOTT,29440,94.27,2.33
CAMP,29432,86.48,9.37
MCLEOD,29423,72.86,22.65
BERNAL,29418,9.04,0.56
KAPLAN,29410,96.32,0.33
MEDRANO,29386,4.59,0.28
LUGO,29328,7.62,0.95
TRACY,29316,92.5,2.86
BACON,29312,77.16,18.05
CROWE,29260,89.45,5.24
RICHTER,29233,96.37,0.29
WELSH,29217,92.85,3.04
HOLLEY,29215,67.19,28.99
RATLIFF,29142,80.6,15.59
MAYFIELD,29136,67.34,28.6
TALLEY,29082,68.12,27.42
HAINES,29065,91.35,5.04
DALE,28994,80.27,13.64
GIBBONS,28993,85.78,9.94
HICKEY,28970,93.68,2.73
BYRNE,28963,95.94,0.33
KIRKLAND,28937,70.96,25.66
FARRIS,28928,83.55,12.13
CORREA,28910,11,0.91
TILLMAN,28878,47.9,47.78
SWEET,28872,87.91,7.7
KESSLER,28869,96.39,0.64
ENGLAND,28861,90.48,4.89
HEWITT,28857,85.19,10.36
BLANCO,28843,14.62,1.35
CONNOLLY,28821,96.32,0.5
PATE,28804,82.34,13.23
ELDER,28783,80.67,15.68
BRUNO,28729,79.77,5.67
HOLCOMB,28668,90.23,5.93
HYDE,28604,88.12,7.41
MCALLISTER,28586,80.55,15.61
CASH,28572,80.8,14.86
CHRISTOPHER,28493,76.74,17.44
WHITFIELD,28475,47.14,48.65
MEEKS,28426,76.09,19.72
HATCHER,28424,70.1,25.65
FINK,28417,97,0.28
SUTHERLAND,28417,86.49,8.37
NOEL,28401,66.16,27.4
RITCHIE,28397,93.13,2.59
ROSA,28375,32.34,1.87
LEAL,28248,14.17,0.57
JOYNER,28216,55.61,41.05
STARR,28210,85.35,7.74
MORIN,28184,72.99,0.87
DELAROSA,28134,5.92,0.54
CONNOR,28107,83.7,11.99
HILTON,28098,80.79,14.74
ALSTON,28089,14.54,81.41
GILLIAM,28075,63.43,32.91
WYNN,28048,56.3,38.96
WILLS,28036,78.56,17.4
JARAMILLO,28024,7.81,0.18
ONEIL,28020,89.68,6.34
NIEVES,28011,6.19,1.15
BRITTON,28001,76.31,19.26
RANKIN,27989,80.76,15.17
BELCHER,27947,82.05,14.41
GUY,27934,70.34,23.85
CHAMBERLAIN,27928,89.47,5.52
TYSON,27911,55.61,40.26
PUCKETT,27891,90.3,6.02
DOWNING,27879,82.31,12.69
SHARPE,27862,73.59,22.49
BOGGS,27822,90.37,5.9
TRUONG,27808,1.21,0.17
PIERSON,27730,86.02,9.81
GODFREY,27700,80.47,15.31
MOBLEY,27648,60.36,35.99
JOHN,27643,47,20.1
KERN,27634,94.76,2.06
DYE,27627,84.67,10.97
HOLLIS,27597,67.77,28.38
BRAVO,27576,7.81,0.7
MAGANA,27571,3.82,0.18
RUTHERFORD,27539,84,11.58
NG,27537,1.77,0.23
TUTTLE,27460,94.7,1.35
LIM,27433,3.19,0.3
ROMANO,27401,88.61,0.42
ARTHUR,27383,80.21,14.03
TREJO,27383,4.59,0.42
KNOWLES,27380,83.65,12.18
LYON,27337,93.57,2.82
SHIRLEY,27300,84.69,8.63
QUINONES,27290,6.42,1.33
CHILDS,27266,65.14,30.72
DOLAN,27252,96.32,0.33
HEAD,27218,80.33,15.72
REYNA,27215,6.29,0.16
SAENZ,27211,7.85,0.16
HASTINGS,27201,91.32,4.4
KENNEY,27189,89.07,7.45
CANO,27179,7.73,0.24
FOREMAN,27130,68.37,26.1
DENTON,27112,87.79,7.96
VILLALOBOS,27107,4.63,0.17
PRYOR,27065,62.83,33.06
SARGENT,27024,87.56,7.61
DOHERTY,26978,96.27,0.76
HOPPER,26956,89.25,6.12
PHAN,26903,1.82,0
WOMACK,26890,68.3,27.53
LOCKHART,26844,65.84,30.09
VENTURA,26769,26.22,0.78
DWYER,26759,93.86,2.89
MULLER,26744,89.83,2.63
GALINDO,26730,6.75,0.19
GRACE,26727,73.58,20.18
SORENSEN,26705,96.08,0.15
COURTNEY,26668,86.8,9.04
PARRA,26654,7.51,0.25
RODRIGUES,26652,42.83,2.04
NICHOLAS,26628,76.56,16.1
AHMED,26607,13.68,12.48
MCGINNIS,26578,89.24,7.05
LANGLEY,26560,85.09,10.26
MADISON,26548,56.98,38.09
LOCKE,26516,83.26,11.77
JAMISON,26476,59.17,36.45
NAVA,26463,5.34,0.18
GUSTAFSON,26433,96.92,0.21
SYKES,26425,56.45,39.91
DEMPSEY,26403,90.62,5.4
HAMM,26392,87.17,8.95
RODRIQUEZ,26377,7.07,1.74
MCGILL,26354,70.14,25.49
XIONG,26336,0.3,0
ESQUIVEL,26301,4.89,0.23
SIMMS,26296,53.96,41.33
KENDRICK,26266,66.76,29.17
BOYCE,26229,76.95,18.65
VIGIL,26224,13.38,0.24
DOWNEY,26206,89.47,6.11
MCKENNA,26189,95.53,0.76
SIERRA,26181,8.55,0.85
WEBBER,26178,84.83,10.65
KIRKPATRICK,26155,91.09,5.37
DICKINSON,26144,91.53,4.53
COUCH,26135,89.41,6.55
BURKS,26115,54.49,41.37
SHEEHAN,26107,96.66,0.2
SLAUGHTER,26088,59.51,36.54
PIKE,26086,93.76,1.64
WHITLEY,26078,74.59,21.96
MAGEE,26031,67.12,29.33
CHENG,26023,1.46,0.21
SINCLAIR,26014,76.55,17.96
CASSIDY,26011,93.86,2.09
RUTLEDGE,26010,77.32,18.59
BURRIS,25998,77.16,17.42
BOWLING,25938,92.74,4.4
CRABTREE,25929,95.23,0.96
MCNAMARA,25896,96.65,0.38
AVALOS,25875,3.8,0.1
VU,25828,1.47,0.12
HERRON,25776,73.48,21.85
BROUSSARD,25735,69.51,26.56
ABRAHAM,25729,51.67,19.34
GARLAND,25725,79.64,16.82
CORBETT,25722,82.59,13.82
CORBIN,25696,77.04,19.27
STINSON,25694,73.07,23.21
CHIN,25673,6.48,6.03
BURT,25649,80.79,15.34
HUTCHINS,25633,80.32,15.75
WOODRUFF,25626,83.95,12.03
LAU,25624,17.42,0.21
BRANDON,25600,66.28,28.21
SINGER,25599,91.65,2.17
HATCH,25564,88.73,6.69
ROSSI,25512,93.6,0.58
SHAFER,25498,95.5,0.78
OTT,25492,95.28,1.11
GOSS,25464,82.56,13.68
GREGG,25457,84.79,10.58
DEWITT,25448,89.01,6.79
TANG,25446,2.75,0.62
POLK,25438,47.79,47.52
WORLEY,25407,91.18,5.14
COVINGTON,25403,51.96,43.81
SALDANA,25386,5.15,0.43
HELLER,25371,95.27,1.68
EMERY,25338,90.17,5.38
SWARTZ,25307,96.31,0.49
CHO,25305,1.79,0
MCCRAY,25300,28.6,67.25
ELMORE,25280,77.22,18.93
ROSENBERG,25271,95.64,0.61
SIMONS,25266,87.13,8.19
CLEMONS,25265,53.65,42.33
BEATTY,25245,82.46,13.66
HARDEN,25241,61.31,34.52
HERBERT,25224,74.61,20.02
BLAND,25219,62.48,33.56
RUCKER,25160,47.97,48
MANLEY,25159,80.69,14.91
ZIEGLER,25138,93.96,2.81
GRADY,25121,73.72,22.52
LOTT,25118,67.92,28.06
ROUSE,25022,71.94,23.75
GLEASON,25007,93.65,1.71
MCCLELLAN,24986,82.25,13.2
ABRAMS,24961,74.14,21.23
VO,24956,1.84,0.28
ALBRIGHT,24942,91.6,5.29
MEIER,24886,96.33,0.19
DUNBAR,24871,67.62,28.49
ACKERMAN,24862,94.88,1.3
PADGETT,24854,90.23,6.3
MAYES,24853,63.56,31.71
TIPTON,24767,89.15,6.98
COFFMAN,24733,94.2,1.74
PERALTA,24713,6.38,0.38
SHAPIRO,24712,96.7,0.38
ROE,24699,92.19,3.18
WESTON,24679,73.33,21.82
PLUMMER,24665,71.62,23
HELTON,24624,92.73,3.49
STERN,24618,94.21,2.24
FRASER,24616,81.93,13
STOVER,24613,89.01,7.1
FISH,24612,93.45,1.75
SCHUMACHER,24573,96.93,0.23
BACA,24572,16.32,0.27
CURRAN,24559,96.45,0.26
VINSON,24557,67.72,28.16
VERA,24553,8.21,0.6
CLIFTON,24523,83.41,12.51
ERVIN,24511,60.44,35.03
ELDRIDGE,24510,83.61,12.56
LOWRY,24506,86.64,6.21
CHILDRESS,24485,79.84,16.19
BECERRA,24468,5.12,0.14
GORE,24449,73.63,21.64
SEYMOUR,24427,84.89,10.04
CHU,24381,2.47,0
FIELD,24374,91.91,3.66
AKERS,24353,91.91,4.46
CARRASCO,24343,6.34,0.34
BINGHAM,24327,84.32,11.93
STERLING,24314,67.54,26.4
GREENWOOD,24301,82.55,12.85
LESLIE,24266,75.94,18.01
GROVES,24260,86.17,9.23
MANUEL,24227,45.35,28.4
SWAIN,24220,69.45,25.73
EDMONDS,24210,63.05,32.3
MUNIZ,24203,8.57,0.49
THOMSON,24174,91.05,4.67
CROUCH,24146,91.44,5.1
WALDEN,24122,79.75,15.75
SMART,24114,75.51,19.06
TOMLINSON,24110,87.03,8.47
ALFARO,24108,5.83,0.34
QUICK,24095,82.79,12.75
GOLDMAN,24086,92.77,4.17
MCELROY,24064,81.22,14.81
YARBROUGH,24063,73.51,22.58
FUNK,24032,96.54,0.3
HONG,24017,7.26,1.02
PORTILLO,24008,5.76,0.45
LUND,24001,94.48,0.38
NGO,23980,1.14,0
ELKINS,23953,92.18,3.72
STROUD,23946,79.4,16.75
MEREDITH,23937,85.85,10.29
BATTLE,23934,16.43,78.89
MCCAULEY,23926,85.57,10.29
ZAPATA,23900,5.87,0.48
BLOOM,23879,94.41,1.93
GEE,23826,55.78,18.82
GIVENS,23823,51.63,44.05
CARDONA,23806,7.3,0.42
SCHAFER,23804,96.64,0.3
ROBISON,23785,89.41,6.22
GUNTER,23775,84.35,12.09
GRIGGS,23756,72.27,23.7
TOVAR,23743,5.38,0.32
TEAGUE,23731,82.26,13.42
SWIFT,23685,79.95,15.39
BOWDEN,23677,74.63,21.45
SCHULZ,23676,96.57,0.24
BLANTON,23665,85.54,11.01
BUCKNER,23645,69.3,26.28
WHALEN,23642,94.37,2.09
PRITCHARD,23606,90.34,5.62
PIERRE,23575,9.23,76.9
KANG,23565,4.19,0.71
BUTTS,23540,68.34,28.47
METCALF,23540,88.16,7.59
KURTZ,23488,95.7,1.2
SANDERSON,23469,88.06,6.1
TOMPKINS,23468,86.15,9.88
INMAN,23460,89.83,6.35
CROWDER,23409,69.26,26.85
DICKEY,23401,84.24,11.88
HUTCHISON,23391,91.96,4.59
CONKLIN,23371,94.37,1.2
HOSKINS,23358,74.8,21.2
HOLBROOK,23317,92.82,4
HORNER,23308,92.98,2.8
NEELY,23308,73.03,23.38
TATUM,23300,57.73,37.32
HOLLINGSWORTH,23294,82.45,13.75
DRAPER,23242,81.06,13.67
CLEMENT,23233,84.69,9.9
LORD,23221,89.95,4.94
REECE,23216,81.59,13.68
FELDMAN,23195,96.36,0.47
KAY,23189,87.8,5.22
HAGEN,23175,95.3,1.13
CREWS,23167,77.74,18.43
BOWLES,23157,82.32,13.68
POST,23155,95.1,1.26
JEWELL,23143,89.58,6.59
DALEY,23132,81.33,14.25
CORDERO,23127,9.31,0.85
MCKINLEY,23124,76.77,18.95
VELASCO,23114,7.35,0.24
MASTERS,23106,92.46,2.89
DRISCOLL,23063,95.48,1.54
BURRELL,23048,49.12,45.89
VALLE,23039,13.06,0.76
CROW,23031,90.94,2.73
DEVINE,23016,89.54,6.61
LARKIN,23004,84.04,12.05
CHAPPELL,23001,78.17,18.4
POLLOCK,22994,89.21,6.58
KIMBALL,22990,94.07,2.32
LY,22990,1.24,0.8
SCHMITZ,22984,97.22,0.18
LU,22977,1.65,0.22
RUBIN,22969,90.06,5.57
SELF,22954,90.28,5.17
BARRIOS,22941,10.84,0.44
PEREIRA,22921,59.74,1.97
PHIPPS,22919,84.14,11.48
MCMANUS,22903,91.67,4.8
NANCE,22900,73.75,22.23
STEINER,22874,96.03,0.78
POE,22865,82.14,12.4
CROCKETT,22850,64.42,31.77
JEFFRIES,22839,66.13,28.95
AMOS,22817,65.71,28.1
NIX,22814,83.63,12.33
NEWSOME,22803,58.81,37.67
DOOLEY,22798,89.35,7.08
PAYTON,22773,55.61,39.62
ROSEN,22763,96.19,0.41
SWENSON,22762,96.55,0.55
CONNELLY,22747,93.63,2.79
TOLBERT,22720,46.6,49.38
SEGURA,22689,10.2,1.66
ESPOSITO,22651,94.61,0.29
COKER,22636,84.75,10.77
BIGGS,22634,82.69,13.23
HINKLE,22581,91.44,5.21
THURMAN,22564,72.7,22.68
DREW,22555,77.92,17.3
IVEY,22552,74.62,21.51
BULLARD,22539,73.77,16.66
BAEZ,22512,5,0.96
NEFF,22509,95.7,0.81
MAHER,22503,95.47,0.39
STRATTON,22498,91.85,4.33
EGAN,22491,96.12,0.44
DUBOIS,22455,88.14,5.84
GALLARDO,22435,6.82,0.14
BLUE,22422,47.91,44.8
RAINEY,22397,65.7,30.81
YEAGER,22374,95,1.77
SAUCEDO,22357,3.9,0.14
FERREIRA,22320,67.78,1.54
SPRAGUE,22283,95.07,0.74
LACY,22250,66.21,29.01
HURTADO,22247,5.18,0.3
HEARD,22211,42.3,53.7
CONNELL,22183,93.51,3.36
STAHL,22163,96.49,0.23
ALDRIDGE,22160,82.28,13.94
AMAYA,22149,5.18,0.37
FORREST,22124,76.03,19.64
ERWIN,22120,89.84,5.89
GUNN,22120,70.45,25.09
SWAN,22082,81.75,12.02
BUTCHER,22077,86.73,8.38
ROSADO,22066,7.17,1.51
GODWIN,22062,83.83,11.85
HAND,22034,90.12,6.03
GABRIEL,22013,60.43,17.32
OTTO,22001,94.82,1.45
WHALEY,22000,82.61,14.11
LUDWIG,21994,96.49,0.24
CLIFFORD,21974,91.16,3.53
GROVE,21969,92.55,4.03
BEAVER,21963,88.21,4.85
SILVER,21956,82.6,10.73
DANG,21953,2.52,0.41
HAMMER,21947,94.29,0.91
DICK,21933,89.94,2.96
BOSWELL,21927,79.61,15.44
MEAD,21919,92.94,2.32
COLVIN,21908,77.58,17.75
OLEARY,21904,95.13,1.1
MILLIGAN,21887,83.45,11.45
GOINS,21872,68.35,25.16
AMES,21855,86.11,7.98
DODGE,21833,94.11,0.55
KAUR,21825,0.84,0.16
ESCOBEDO,21790,4.27,0.11
ARREDONDO,21785,5.17,0.19
GEIGER,21785,91.62,5.51
WINKLER,21783,95.5,1.32
DUNHAM,21772,86.88,9.4
TEMPLE,21771,81.89,14
BABCOCK,21769,95.8,0.53
BILLINGS,21764,85.09,10.56
GRIMM,21757,95.88,0.88
LILLY,21742,78.4,17.15
WESLEY,21734,44.34,48.51
MCGHEE,21727,47.39,47.19
PAINTER,21725,95.64,0.93
SIEGEL,21725,96.94,0.34
BOWER,21705,95.04,1.51
PURCELL,21696,88.94,6.04
BLOCK,21686,92.41,4.14
AGUILERA,21685,5.02,0.29
NORWOOD,21678,55.45,40.09
SHERIDAN,21668,92.47,3.36
CARTWRIGHT,21654,79.04,15.91
COATES,21652,71.51,24.04
DAVISON,21627,81.85,13.61
REGAN,21624,94.64,1.95
RAMEY,21618,86.12,10.19
KOENIG,21606,96.04,0.27
KRAFT,21579,95.67,0.63
BUNCH,21574,81.54,13.86
ENGEL,21567,96.29,0.24
TAN,21567,3.93,0.26
WINN,21566,76.73,18.05
STEWARD,21558,57.45,37.97
LINK,21553,92.56,4.26
VICKERS,21544,81.68,15.05
BRAGG,21540,82.27,14.14
PIPER,21526,88.6,7.54
HUGGINS,21499,68.66,26.21
MICHEL,21487,58.87,16.32
HEALY,21407,95.06,1.21
JACOB,21354,67.58,10.05
MCDONOUGH,21340,97.19,0.3
WOLFF,21321,95.66,0.55
COLBERT,21306,48.09,45.66
ZEPEDA,21305,4.75,0.21
HOANG,21269,1.39,0.17
DUGAN,21267,92.74,3.02
KILGORE,21264,84.55,11.72
MEADE,21264,88.67,6.82
GUILLEN,21257,6.09,0.44
DO,21230,1.97,0.39
HINOJOSA,21228,5.38,0.11
GOODE,21226,63.86,31.43
ARRINGTON,21216,53.42,42.41
GARY,21213,50.07,45.13
SNELL,21192,77.92,16.64
WILLARD,21183,91.61,4.33
RENTERIA,21159,4.65,0.25
CHACON,21153,6.96,0.33
GALLO,21149,80.15,0.85
HANKINS,21138,76.23,19.42
MONTANO,21110,11.94,0.47
BROWNE,21109,71.21,22.93
PEACOCK,21106,85.98,10.33
OHARA,21068,89.79,2.7
CORNELL,21060,90.94,4.43
SHERWOOD,20998,92.29,2.61
CASTELLANOS,20985,5.01,0.26
THORPE,20960,70.85,24.53
STILES,20957,92.56,3.58
SADLER,20939,82.15,13.92
LATHAM,20935,80.89,15.34
REDMOND,20919,69.21,27.14
GREENBERG,20908,96.56,0.35
COTE,20894,95.57,0.41
WADDELL,20885,82.81,13.87
DUKES,20870,46.28,49.93
DIAMOND,20860,87.87,7.59
BUI,20852,2.86,0.47
MADRID,20834,9.86,0.4
ALONSO,20802,9.28,0.2
SHEETS,20786,95.39,1.51
IRVIN,20776,70.56,25.41
HURT,20753,73.77,22.05
FERRIS,20743,92.85,2.27
SEWELL,20736,72.12,23.42
CARLTON,20727,81.77,14.2
ARAGON,20723,10.95,0.25
BLACKMON,20711,51.07,45.9
HADLEY,20710,79.8,14.99
HOYT,20707,93.98,2.16
MCGRAW,20704,84.47,11.45
PAGAN,20702,15.18,2.39
LAND,20687,83.58,11.85
TIDWELL,20681,85.64,10.44
LOVELL,20628,89.11,5.72
MINER,20627,88.93,5.58
DOSS,20623,74.01,22.03
DAHL,20616,95.98,0.38
DELATORRE,20614,5.96,0.1
STANFORD,20610,73.37,22.34
KAUFFMAN,20576,96.91,0.46
VELA,20569,7.45,0.25
GAGNON,20567,96.02,0.21
WINSTON,20537,32.37,62.65
GOMES,20532,51.42,8.34
THACKER,20531,91.29,5
CORONADO,20503,5.8,0.24
ASH,20500,82.9,12.75
JARRETT,20449,71.36,24.44
HAGER,20422,95.49,1.27
SAMUELS,20422,42.39,51.04
METZGER,20386,96.58,0.56
RAINES,20373,81.53,14.46
SPIVEY,20349,69.62,26.83
MAURER,20333,97.02,0.22
HAN,20318,5.79,0.5
VOSS,20291,94.64,2.29
HENLEY,20276,73.25,22.5
CABALLERO,20270,7.52,0.99
CARUSO,20257,95.77,0.16
COULTER,20252,87.47,9.07
NORTH,20238,86.69,9.17
FINN,20218,92.32,3.66
CAHILL,20181,95.59,1.13
LANIER,20181,69.82,27.1
SOUZA,20168,78.96,0.75
MCWILLIAMS,20135,79.61,16.68
DEAL,20128,86.44,8.74
SCHAFFER,20117,93.67,3.08
URBAN,20117,93.71,0.27
HOUSER,20078,88.76,7.67
CUMMINS,20072,91.9,3.68
ROMO,20066,9.13,0.26
CROCKER,20047,88.56,7.93
BASSETT,20032,86.42,9.21
KRUSE,20019,96.42,0.14
BOLDEN,20015,21.65,74.15
YBARRA,20013,9.55,0.28
METZ,20010,94.35,2.11
ROOT,20001,95.08,0.68
MCMULLEN,19998,84.7,11.92
CRUMP,19973,61.47,34.84
HAGAN,19973,88.19,8.07
GUIDRY,19967,78.16,18.08
BRANTLEY,19953,62.14,34.03
