name,count,pctwhite,pctblack
VYE,204,93.63,0
WALLENFANG,204,89.71,0
WAR,204,47.06,17.16
WARBER,204,96.57,2.45
WATERFALL,204,97.06,0
WEHRUNG,204,96.08,0
WEISMANTEL,204,97.06,0
WELLENSTEIN,204,98.53,0
WERFEL,204,95.59,0
WEYHRICH,204,98.53,0
WIDGEON,204,70.1,25.49
WILDAY,204,98.53,0
WIMMERS,204,97.55,0
WINDORSKI,204,96.08,0
WITVOET,204,98.04,0
WONN,204,88.73,0
YADDOW,204,98.53,0
YRACHETA,204,7.84,0
ZAESKE,204,99,0
ZAIN,204,55.39,6.86
ZAORSKI,204,98.53,0
ZEDAN,204,67.65,0
ZEUNER,204,97.55,0
ZITKUS,204,98.53,0
ZUGG,204,97.06,0
ABDELSAYED,203,84.24,2.96
ACKEL,203,93.1,0
ADEMI,203,79.31,0
AGANON,203,6.9,0
AMINA,203,8.37,19.7
ANDABLO,203,0,0
ARANGUREN,203,24.63,0
ARAS,203,65.02,0
ARBLE,203,97.54,0
ARENSMAN,203,95.07,0
ARMENIO,203,90.15,0
AUGST,203,91.63,0
BALM,203,90.64,4.93
BARBIC,203,89.16,0
BAYONNE,203,9.36,71.43
BECKING,203,98.52,0
BECWAR,203,94.09,0
BEICH,203,96.06,0
BENNEWITZ,203,98.03,0
BENNINGS,203,34.48,64.53
BETHAM,203,80.3,3.94
BETLACH,203,98.52,0
BIASOTTI,203,93.1,0
BIERWAGEN,203,97.54,0
BIGGIN,203,95.57,0
BILLALOBOS,203,2.96,0
BLESSITT,203,69.46,26.11
BOAM,203,98.03,0
BOCCACCIO,203,94.58,0
BODDE,203,96.55,2.46
BODTKE,203,96.06,0
BOGUSKI,203,99.01,0
BONNEL,203,86.7,7.39
BORKIN,203,79.8,18.72
BOTTUM,203,98.03,0
BOWREN,203,92.12,6.4
BOZZONE,203,94.58,0
BRANDSTATTER,203,97.04,0
BRASURE,203,99.51,0
BRENK,203,97.04,0
BRICELAND,203,99.01,0
BRINKHAUS,203,97.04,0
BRISKIE,203,97.04,0
BRUSVEN,203,97.54,0
BUENRROSTRO,203,0,0
BULES,203,93.1,0
CALLANTA,203,8.87,0
CAMARDELLA,203,93.6,0
CAMPOLONGO,203,92.61,0
CANALI,203,94.58,0
CANDAGE,203,98.52,0
CANNA,203,90.64,6.9
CAPOSSELA,203,96.55,0
CAPRINO,203,91.63,0
CENTI,203,94.09,0
CENTURION,203,14.78,0
CERSOSIMO,203,98.52,0
CHAPLINSKI,203,98.03,0
CHENERY,203,86.21,13.3
CHERNAK,203,92.61,2.46
CHIARIELLO,203,94.58,0
CHUDASAMA,203,0,0
CLATON,203,57.64,37.44
CLAVET,203,94.09,0
COLOMER,203,21.67,0
CREMONA,203,87.68,5.42
CRUMMER,203,67.49,28.08
CUNIO,203,96.06,0
CUSAND,203,96.55,0
CUSHINGBERRY,203,0,92.61
CYMERMAN,203,97.54,0
DALMAS,203,80.3,8.37
DANHOF,203,99.51,0
DARIES,203,97.04,0
DAUTEUIL,203,95.57,0
DAUTI,203,85.71,0
DEALVA,203,12.81,0
DEBIASIO,203,98.52,0
DEBIEN,203,74.38,0
DIEKEMA,203,97.54,0
DIERLAM,203,95.07,0
DIFFENDAL,203,99.01,0
DITMAR,203,94.09,0
DIWAN,203,12.32,0
DOLCI,203,97.54,0
DORNBACH,203,97.04,0
DROESCH,203,98.03,0
DUFRAIN,203,97.04,0
DULCIO,203,0,88.67
DURHAN,203,57.14,32.02
DUTTERER,203,97.54,0
DUVERGER,203,55.17,33.99
DYSLIN,203,95.57,0
ELLO,203,69.95,2.46
EMONS,203,94.09,0
ENGLING,203,97.54,0
ERBECK,203,97.04,0
FALLING,203,58.13,12.81
FEDO,203,89.16,4.43
FERRATO,203,95.07,0
FIANAGAN,203,88.67,8.37
FILIATRAULT,203,98.52,0
FLIGG,203,98.52,0
FOLLOWILL,203,95.57,0
FORRISTAL,203,93.1,0
FRANCINI,203,90.64,0
FRANCIOSE,203,96.55,0
FRIST,203,94.09,2.46
FROHM,203,84.73,12.32
FRONCKOWIAK,203,99.01,0
FURDA,203,99.01,0
GADA,203,50.74,0
GALATIS,203,91.13,3.45
GARLETTS,203,98.52,0
GAUTSCHI,203,96.06,0
GAVENDA,203,98.03,0
GERAN,203,75.37,21.67
GESSER,203,96.06,0
GETGEN,203,98.03,0
GETTLEMAN,203,96.55,0
GHERMAN,203,89.66,0
GIGLI,203,98.03,0
GMITTER,203,95.07,0
GODSELL,203,96.55,0
GOEHRINGER,203,98.03,0
GOLIO,203,95.57,0
GOMBAS,203,98.52,0
GOUDGE,203,97.54,0
GRILE,203,96.55,2.96
GROPPI,203,98.52,0
GUNZELMAN,203,94.58,0
GUS,203,76.85,7.39
HABINA,203,97.04,0
HADRICK,203,43.84,45.32
HAESSLER,203,98.03,0
HAMERS,203,96.55,0
HAVERLOCK,203,97.54,0
HAWATMEH,203,86.21,0
HELLEBUYCK,203,85.22,0
HEMANS,203,32.51,59.11
HEUSINKVELD,203,97.54,0
HOLDBROOK,203,75.37,21.18
HOLTHOUSER,203,94.58,0
HOLZBAUER,203,99.01,0
HONKEN,203,97.04,0
HORCASITAS,203,10.34,0
HUITZIL,203,0,0
HYLEN,203,96.55,0
JEANSON,203,97.54,0
JOHNSONLEE,203,27.09,69.46
JONET,203,96.06,0
KADOLPH,203,92.61,0
KAILI,203,13.79,0
KALBERG,203,95.57,0
KAMPFE,203,98.52,0
KARKOS,203,99.51,0
KASAHARA,203,8.37,0
KATHER,203,99.51,0
KERGER,203,96.55,0
KERNAHAN,203,84.73,11.33
KIENINGER,203,97.54,0
KIKO,203,80.79,0
KINCANON,203,97.54,0
KINDNESS,203,65.02,0
KIYOTA,203,4.93,0
KOLCUN,203,96.55,0
KRISTICH,203,94.09,0
KRONFELD,203,96.06,0
KRUITHOF,203,90.64,0
KUBECZKA,203,99.51,0
KWOKA,203,96.06,0
LABAS,203,95.07,0
LACHMANN,203,92.61,0
LAMKA,203,94.09,0
LATCHAM,203,96.06,0
LAUCELLA,203,94.09,0
LEARNER,203,96.06,0
LEHDE,203,99.01,0
LINCICUM,203,98.03,0
LINDBO,203,94.09,0
LINNAN,203,94.09,0
LITA,203,54.19,0
LIZON,203,89.16,0
LOBERT,203,88.18,2.46
LONTOC,203,6.4,0
LUCI,203,89.16,0
LUKEMAN,203,89.66,0
LUSANE,203,0,91.13
LYSIK,203,98.03,0
MACKECHNIE,203,98.03,0
MACKENDRICK,203,92.12,0
MADEL,203,89.66,0
MANIBOG,203,6.9,0
MANTEUFFEL,203,99,0
MANUKIAN,203,82.76,0
MARMADUKE,203,98.52,0
MARROGUIN,203,0,0
MASLONKA,203,94.09,0
MATTERSON,203,68.97,25.12
MCBRADY,203,88.67,8.87
MCCRORIE,203,95.57,0
MCCUTCHIN,203,67.98,31.03
MCROBERT,203,96.06,0
MERGENS,203,91.63,0
MESSEMER,203,96.55,0
METE,203,88.67,3.45
MILANOVIC,203,90.15,0
MILIOTO,203,94.58,0
MIRIANI,203,99.01,0
MISCAVAGE,203,96.55,0
MITROPOULOS,203,92.12,0
MLEZIVA,203,99.51,0
MOLO,203,35.47,31.53
MORANCHEL,203,2.46,0
MOUSSETTE,203,94.09,0
MOZISEK,203,93.1,0
NAKOA,203,8.87,0
NAVAROLI,203,95.07,2.46
NELKE,203,99.01,0
NEMCHIK,203,99.51,0
NIEVE,203,16.75,0
NUESSLE,203,99.01,0
NYSTEDT,203,92.12,0
OBERSKI,203,99.51,0
OLDIGES,203,98.52,0
ONDICH,203,96.55,0
ORIAS,203,19.21,0
OSTUNI,203,94.09,0
OUNG,203,3.94,0
PALLITTO,203,92.61,0
PAPAPIETRO,203,91.13,0
PAULSRUD,203,99.01,0
PECENKA,203,95.07,0
PEKARSKI,203,99.51,0
PELLICCIOTTI,203,98.52,0
PERNSTEINER,203,95.57,0
PERSCH,203,96.06,0
PERSICHILLI,203,98.03,0
PERTEE,203,72.91,26.6
PEVAHOUSE,203,99,0
PHEIFFER,203,93.6,3.45
PHILLIPI,203,89.66,0
PIAR,203,84.24,0
PILIERO,203,95.57,0
PLAYTER,203,88.67,0
PLENGE,203,96.55,0
POEHNER,203,94.09,0
POLLIS,203,96.55,0
POLLO,203,69.95,2.46
PRIMAK,203,99.01,0
PRISER,203,99.01,0
PRITZLAFF,203,97.54,0
PUCHTA,203,94.09,0
PUK,203,82.27,4.93
PULKKINEN,203,98.03,0
QAYYUM,203,4.93,2.96
RADIG,203,99.01,0
RETZLER,203,98.52,0
REYELTS,203,95.07,0
REYOME,203,92.61,0
RICKENBAUGH,203,99.01,0
RIPPERT,203,97.54,0
RITZINGER,203,99.51,0
ROBBERT,203,96.55,0
ROLENS,203,99.01,0
ROMANIUK,203,94.58,0
ROSENKOETTER,203,99.51,0
ROSIELLO,203,94.58,0
ROSTORFER,203,98.03,0
ROZENBOOM,203,99.01,0
RUDBERG,203,96.55,0
RUDNITSKY,203,97.54,0
RYALLS,203,99.01,0
SAUZA,203,11.82,0
SCHEEF,203,99.51,0
SCHLUPP,203,99,0
SCHOTZ,203,94.58,2.46
SCHWEYER,203,91.13,0
SCIALLA,203,97.04,0
SCYPHERS,203,98.03,0
SEESHOLTZ,203,98.03,0
SFEIR,203,88.18,0
SHAMHART,203,96.06,0
SHAMLIAN,203,92.61,0
SHAPPY,203,98.03,0
SHEEHEY,203,95.07,0
SHILLINGER,203,92.61,0
SHORTZ,203,94.58,3.94
SIEBENMORGEN,203,99.01,0
SIMMEN,203,93.6,0
SIRIANI,203,80.79,0
SLOAD,203,99.01,0
SMITHHISLER,203,95.57,0
SPIEL,203,96.55,0
SPLETZER,203,99,0
STARICH,203,96.55,0
STEINBROOK,203,95.07,0
STERNAL,203,95.07,0
STIKE,203,95.07,0
STRANGES,203,94.58,0
SULICH,203,94.09,0
SULZBERGER,203,99.01,0
SWALL,203,89.16,3.94
TARABOCHIA,203,90.64,0
TARDI,203,78.82,0
TECCE,203,97.54,0
TELLY,203,47.29,11.82
TIETJENS,203,94.58,0
TIMO,203,76.35,8.37
TRADRE,203,0,86.21
TREFT,203,93.6,0
TRINKAUS,203,99.01,0
TROSIN,203,94.58,0
TVERBERG,203,98.03,0
UHLHORN,203,99.51,0
UK,203,16.26,6.4
UNSICKER,203,99.01,0
VALME,203,2.46,89.66
VANOOSTEN,203,95.57,0
VANPETTEN,203,87.19,7.88
VASILENKO,203,97.04,0
VENTON,203,77.83,19.21
VERCELLI,203,96.06,0
VERDEYEN,203,99.51,0
VERTULLO,203,97.54,0
VERY,203,95.57,0
VINDEL,203,6.4,0
VOECKS,203,99.01,0
VONHAGEL,203,98.52,0
VORK,203,92.61,0
WACKERLE,203,99.51,0
WACKLER,203,97.54,0
WADDEY,203,79.31,18.72
WAKELIN,203,96.06,0
WALCHLI,203,96.55,0
WATERSTON,203,88.67,0
WENSINK,203,98.52,0
WIDENHOUSE,203,97.04,0
WIDLUND,203,94.58,0
WIEDEN,203,96.55,0
WILLAN,203,95.57,2.46
WINGHAM,203,72.91,24.14
WIT,203,93.6,0
WORT,203,93.6,2.46
XUEREB,203,91.63,0
YANKUS,203,94.58,0
YARRISH,203,94.09,0
YARUSSO,203,98.03,0
YLAGAN,203,7.88,0
ZANOLLI,203,98.52,0
ZARIF,203,58.62,24.63
ZENA,203,40.89,9.36
ZIEMIANSKI,203,99.51,0
ABRAMOVA,202,90.59,0
ADAO,202,50.99,0
ADEDEJI,202,0,95.54
AHEE,202,79.7,10.4
AIN,202,69.8,0
ALBANNA,202,77.72,0
ALBERGHINI,202,97.03,0
ALLON,202,61.39,11.88
ANKERS,202,98.51,0
ARAOZ,202,12.87,0
AROMIN,202,20.79,0
ARPAIA,202,93.07,0
AVECILLA,202,12.38,0
BABAD,202,84.65,0
BALIC,202,95.05,0
BARANDA,202,3.47,0
BARAZA,202,3.47,0
BARBACCIA,202,97.03,0
BAREN,202,83.66,6.44
BAWCOM,202,98.02,0
BENEVIDEZ,202,5.45,0
BENZER,202,94.55,0
BENZO,202,67.33,8.42
BERCHER,202,91.09,2.48
BESSMAN,202,85.15,11.39
BIALCZAK,202,96.53,0
BIBBER,202,90.1,0
BIBO,202,81.19,0
BLASQUEZ,202,41.09,0
BOESIGER,202,95.54,0
BONCZYK,202,96.53,0
BOUDIN,202,91.09,4.95
BRANDOLINI,202,98.02,0
BRATH,202,94.55,2.48
BRAVOS,202,86.63,0
BRESINA,202,98.51,0
BRINCAT,202,91.09,0
BRISTO,202,47.03,50
BRISTOR,202,89.6,6.44
BROLSMA,202,98.51,0
BUCKHOLT,202,91.58,0
BUNYEA,202,92.57,0
BURDESS,202,95.05,0
BURTRAM,202,95.54,0
BUTZLER,202,98.51,0
BUZINSKI,202,98.02,0
BYKERK,202,96.53,0
CAMAC,202,81.68,0
CAMARDELLE,202,98.51,0
CAPECCI,202,98.51,0
CARDINELL,202,93.07,0
CASTENS,202,96.04,0
CATIC,202,79.7,0
CERANO,202,9.41,0
CHEAVES,202,48.02,50.99
CHIEF,202,6.93,0
CHOONG,202,5.94,0
CIOLFI,202,98.51,0
CLAUSNITZER,202,98.02,0
COCUZZO,202,96.04,0
CONDA,202,57.43,19.8
CONDLEY,202,89.6,3.96
COORE,202,30.2,63.86
COSSITT,202,94.06,0
COWHIG,202,97.52,0
COZADD,202,91.58,0
CRAVIN,202,23.27,72.28
CRONMILLER,202,97.03,0
CUMMONS,202,93.56,2.97
CUTHILL,202,95.54,0
CUTWRIGHT,202,40.1,52.97
DAYER,202,84.16,4.95
DEAGUIAR,202,57.43,0
DEARMIN,202,87.62,8.91
DECAMPOS,202,61.88,0
DEFAY,202,65.84,23.27
DEILEY,202,98.51,0
DELACROIX,202,73.76,12.87
DELAHUERTA,202,9.41,0
DELLORTO,202,98.02,0
DEMEZA,202,55.94,0
DESCHANE,202,97.03,0
DESSAUER,202,97.03,0
DETTERLINE,202,99.01,0
DIMASSA,202,96.04,0
DOEPEL,202,96.53,0
DRAIME,202,96.04,0
DULGAR,202,97.03,0
DUNIVANT,202,90.59,8.42
EBENSTEIN,202,97.52,0
EDELBERG,202,97.03,0
EHRENBERGER,202,98.51,0
EISIMINGER,202,99.5,0
ELSHOLZ,202,96.53,0
EMAHISER,202,93.07,0
ENGVALL,202,96.53,0
ERBLAND,202,99.01,0
ERSCHEN,202,97.03,0
ESCHBACHER,202,99,0
EVARO,202,21.29,0
FANI,202,78.71,0
FEAVER,202,93.07,0
FELLABAUM,202,98.02,0
FIELY,202,97.03,0
FIOCCO,202,94.55,0
FLAUTT,202,96.53,0
FORBS,202,50.99,38.61
FORMENTO,202,78.71,0
FOTOS,202,95.54,0
GALCZYNSKI,202,96.53,0
GALDOS,202,31.19,0
GERDS,202,96.04,0
GERMSCHEID,202,97.03,0
GESICKI,202,99,0
GIGGY,202,93.07,0
GLOTZER,202,91.58,0
GLOWICKI,202,99.5,0
GOODRO,202,92.08,0
GORSHE,202,93.56,0
GOYKHMAN,202,95.54,0
GUERINGER,202,61.39,32.67
HAGES,202,84.65,8.91
HAKEL,202,96.04,0
HALLSTEIN,202,96.53,0
HANDERHAN,202,99,0
HANGE,202,95.54,0
HARTLEIN,202,93.56,0
HARTRY,202,52.97,44.55
HASSEMER,202,96.53,0
HASSLINGER,202,96.04,0
HELLA,202,92.57,0
HERZNER,202,94.06,0
HIGHHOUSE,202,96.53,0
HONAS,202,98.02,0
HOREL,202,87.13,2.48
HOSHOR,202,96.04,0
HOYNES,202,98.02,0
HUAN,202,6.93,0
HUEN,202,38.12,0
HULIHAN,202,96.53,0
HUMRICH,202,97.03,0
IMPAGLIAZZO,202,97.03,0
JESCH,202,98.02,0
JOSTAD,202,97.03,0
JUZA,202,93.56,0
KADELL,202,93.07,0
KADLECEK,202,96.53,0
KAFEL,202,84.65,0
KASHMER,202,98.51,0
KATCHUR,202,99.5,0
KESTLE,202,99.01,0
KEUPER,202,97.52,0
KHACHIKYAN,202,90.59,0
KHULLAR,202,0,0
KIEDAISCH,202,95.05,0
KIRSHBAUM,202,98.51,0
KITAHARA,202,13.37,0
KLOTT,202,96.53,0
KNOSP,202,94.06,0
KNOTHE,202,94.55,0
KODET,202,95.54,0
KOOSMANN,202,98.51,0
KRISMAN,202,94.55,0
KROMREY,202,99.01,0
KRPAN,202,97.03,0
KRUSH,202,91.58,4.95
KUCHARIK,202,99.01,0
LABADY,202,0,90.1
LAGRANDE,202,71.78,23.27
LAMPARD,202,95.54,0
LANGENSTEIN,202,94.06,0
LEBOVIC,202,98.51,0
LEHOTSKY,202,97.03,0
LENFESTEY,202,98.02,0
LEPPING,202,97.03,0
LIANTONIO,202,90.59,0
LOEGERING,202,98.51,0
LONCHAR,202,95.05,0
LONGCHAMPS,202,88.61,5.94
LOTTA,202,84.16,3.96
LOUW,202,87.13,2.97
LUKO,202,88.12,3.96
LULEY,202,97.52,0
LYNEMA,202,97.52,0
MACHALEK,202,97.03,0
MACKEDANZ,202,99.5,0
MADANAT,202,77.23,0
MAIWALD,202,93.07,0
MAIZEL,202,97.52,0
MAMMARELLA,202,97.52,0
MARIONNEAUX,202,86.63,11.39
MARTELLY,202,15.84,67.33
MATALA,202,87.13,0
MATTSEN,202,86.14,0
MAUNZ,202,98.02,0
MAZZULLA,202,87.62,0
MCAFOOSE,202,99.5,0
MCCLEAREN,202,98.02,0
MCKELROY,202,91.58,0
MCNOWN,202,94.55,0
MEHAL,202,92.57,0
MENHART,202,94.55,0
MERNER,202,98.02,0
METSCHER,202,99.01,0
MEUCHEL,202,96.04,0
MEYLER,202,95.05,3.96
MILEO,202,91.58,0
MILLANES,202,6.93,0
MINNIEWEATHER,202,6.44,86.14
MOISTNER,202,94.06,0
MOTH,202,56.93,0
MUENZ,202,94.06,0
MURAN,202,81.19,3.96
MUSKO,202,98.02,0
NACKERS,202,99,0
NAKASHIAN,202,92.08,0
NAKATSU,202,8.42,0
NANSEL,202,96.53,0
NAYA,202,21.78,0
NEGRELLI,202,95.54,0
NEIDEFFER,202,97.03,0
NEILON,202,90.59,0
NEWMILLER,202,95.54,0
NOEGEL,202,94.06,0
NONATO,202,3.47,0
NORDT,202,92.08,6.44
OBRYCKI,202,98.02,0
OCCHIUTO,202,96.04,0
OSMUNDSEN,202,97.03,0
OVEN,202,87.13,0
PAFFENROTH,202,95.54,0
PALAGONIA,202,88.61,0
PANUSKA,202,98.02,0
PASSERINI,202,97.52,0
PECINOVSKY,202,96.53,0
PEDEMONTE,202,36.63,0
PETRANGELO,202,98.02,0
PETRILL,202,97.03,0
PICI,202,96.53,0
PICKINPAUGH,202,99.5,0
PIERSKALLA,202,99.01,0
PLACENSIA,202,5.45,0
PLOESSL,202,98.51,0
POMPONI,202,95.05,0
POPOLO,202,87.13,0
POPOVA,202,92.57,0
PUHALA,202,98.02,0
RACHUBA,202,96.53,0
RADZIKOWSKI,202,99.01,0
RAMIE,202,61.88,25.74
RASS,202,80.2,8.91
RELICH,202,95.05,0
REOTT,202,98.51,0
RICER,202,92.57,5.45
RIEHN,202,94.06,0
RIESLAND,202,98.02,0
ROADRUCK,202,99.01,0
RONGSTAD,202,97.52,0
ROSIO,202,84.65,0
ROUGE,202,78.22,4.46
RUDIO,202,57.43,0
RUHLING,202,98.02,0
SAGLIMBENI,202,93.56,0
SALDUA,202,2.48,0
SALLOWS,202,94.55,0
SAMBULA,202,8.42,27.72
SANDAGER,202,95.54,0
SANTONASTASO,202,92.08,0
SARNES,202,90.1,3.96
SAUGSTAD,202,98.02,0
SAVILL,202,98.02,0
SCHARDEIN,202,90.59,0
SCHMILLEN,202,96.04,0
SCHNABL,202,94.55,0
SCHOELLKOPF,202,98.51,0
SCHREMS,202,97.52,0
SCHUTZENHOFER,202,99.01,0
SCHWEIKER,202,98.51,0
SHAYLOR,202,95.05,0
SHEHAB,202,76.73,0
SHEVOCK,202,99,0
SILKA,202,96.53,0
SIMPLICIANO,202,3.47,0
SLOTTERBACK,202,98.02,0
SOLICE,202,50.99,19.8
SOULIS,202,97.52,0
SPALTER,202,91.58,2.48
SPRIGGLE,202,98.02,0
SRAN,202,3.96,0
STANISIC,202,97.52,0
STEENBURG,202,98.02,0
STEINBRING,202,98.51,0
STELK,202,99.5,0
STIEGMAN,202,99.5,0
STONITSCH,202,97.52,0
STOPS,202,49.01,0
STRIMEL,202,97.03,0
STURK,202,92.08,0
SVACINA,202,99.01,0
SWALE,202,95.05,0
TAGLIAMONTE,202,96.04,0
TALIC,202,85.15,0
THAMERT,202,97.03,0
THERIAC,202,98.51,0
THOENEN,202,96.53,0
THRAEN,202,96.04,0
TOBACCO,202,42.08,0
TOWNEND,202,94.06,0
TRACHTA,202,99.01,0
TRECKER,202,99.01,0
TRISH,202,97.52,0
TRUDGEN,202,98.02,0
TRUHAN,202,97.52,0
TUBBESING,202,99.01,0
TURKETT,202,94.06,3.47
ULAND,202,96.04,0
VALLINA,202,42.08,0
VANDEKIEFT,202,97.52,0
VANDERPUTTEN,202,96.04,0
VELLENGA,202,96.04,0
VEUM,202,96.53,0
VIDEAU,202,10.4,85.64
VIERHELLER,202,92.08,0
VILLEZCAS,202,0,0
VINCA,202,83.66,0
VORASANE,202,2.97,0
WABEKE,202,93.07,0
WACHOLZ,202,99.5,0
WAELTZ,202,92.57,0
WEBERMAN,202,96.53,0
WENSIL,202,96.04,0
WESSING,202,98.51,0
WILLIAMSLEE,202,23.27,74.26
WITNEY,202,80.2,14.85
WOHLTMAN,202,99,0
WOJCIEHOWSKI,202,99,0
YENTES,202,86.63,0
ZIERK,202,97.03,0
ZIES,202,90.1,0
ZIPPEL,202,99.5,0
ZITZOW,202,99.5,0
ZOCK,202,95.54,0
ZOECKLER,202,98.51,0
ZUBKO,202,96.53,0
ZUPKE,202,90.1,0
ABEDRABBO,201,73.13,0
ACH,201,99,0
ACQUISTA,201,94.53,0
ALCONCEL,201,4.48,0
ALLORD,201,92.04,3.48
ALVERS,201,85.57,0
ARENBERG,201,98.51,0
BANDLE,201,93.53,4.48
BANHOLZER,201,98.51,0
BARET,201,37.81,4.98
BARNE,201,56.22,36.32
BAVUSO,201,98.51,0
BAYO,201,29.85,37.81
BEHLMANN,201,97.51,0
BELLROSE,201,94.53,0
BENBENEK,201,96.02,0
BERGHAUS,201,96.52,0
BETROS,201,98.51,0
BIREN,201,93.53,2.49
BLAZQUEZ,201,14.43,0
BLUTE,201,96.02,0
BOGS,201,96.52,0
BOSKOVIC,201,80.1,0
BOTTICELLO,201,96.02,0
BOURDA,201,10.45,83.58
BREDENBERG,201,96.02,0
BRINSTON,201,4.48,93.53
BUDHOO,201,0,23.38
BUDRIS,201,97.01,0
BULAN,201,60.2,0
BULOT,201,94.03,0
BURGEI,201,96.52,0
BURGHARD,201,94.53,0
BUSCO,201,92.04,0
CADDEL,201,86.57,6.97
CALLEGAN,201,99,0
CALLIN,201,87.06,7.46
CANINI,201,76.12,0
CARVEL,201,85.07,0
CARVILL,201,92.54,2.99
CASSMAN,201,98.01,0
CELATA,201,95.02,0
COLERICK,201,95.02,0
COLOMBI,201,95.02,0
CONNESS,201,90.55,0
CONSTANZO,201,59.7,0
COPPEL,201,85.57,0
COPPO,201,90.55,0
CRACIUN,201,93.03,0
CRATSLEY,201,95.52,0
CUFFMAN,201,95.52,0
CUMELLA,201,96.52,0
CUTI,201,94.53,0
DAHME,201,93.53,0
DALENA,201,77.11,0
DALLAVALLE,201,97.01,0
DAVICH,201,96.52,0
DEARDEUFF,201,95.02,0
DEARDOFF,201,98.51,0
DELAPORTILLA,201,10.45,0
DELBELLO,201,96.02,0
DENBESTEN,201,95.02,0
DOBLES,201,48.26,0
DORNE,201,83.58,13.43
DOUBT,201,72.14,23.38
DRAHOTA,201,98.01,0
DULAS,201,94.53,0
DUNNUM,201,70.65,27.86
DWYRE,201,95.02,0
EASTLAKE,201,97.51,0
EGURROLA,201,17.91,0
EMBICK,201,97.51,0
ENSWORTH,201,94.53,2.49
EPES,201,66.67,29.35
EVERSOLL,201,94.03,0
FAKIH,201,70.15,0
FALKER,201,79.1,18.91
FENNIE,201,64.18,32.34
FERCHO,201,96.02,0
FERDINANDO,201,91.04,0
FERENCY,201,98.01,0
FERIOLI,201,89.55,0
FERNSLER,201,97.51,0
FIEHLER,201,97.51,0
FIL,201,93.53,0
FIORENTINI,201,86.07,0
FLACHS,201,99.5,0
FLIGER,201,95.52,0
FLOERCHINGER,201,97.01,0
FOSNESS,201,92.04,0
FOURNEY,201,73.13,22.89
FRANCIONI,201,99,0
FROATS,201,93.03,0
FUTRELLE,201,93.53,4.48
GAGLE,201,93.03,0
GASBARRE,201,99,0
GASCHE,201,97.51,0
GEGEN,201,95.02,0
GERS,201,98.01,0
GETTIER,201,96.02,0
GIERER,201,97.01,0
GIGSTAD,201,96.02,0
GIMBER,201,98.01,0
GIPS,201,96.52,2.49
GMEINER,201,94.53,0
GOLTER,201,93.53,0
GREGORIE,201,80.1,5.97
GROSENICK,201,98.51,0
GROWN,201,52.74,43.28
GRUNDON,201,91.54,0
GUANAJUATO,201,10.95,0
GUMIENNY,201,95.52,0
HALYARD,201,31.34,60.2
HAMLEN,201,99,0
HAMMELMAN,201,98.51,0
HAMMRICH,201,99,0
HANDSHY,201,91.54,0
HAXBY,201,96.02,2.49
HECKELMAN,201,97.51,0
HENEBRY,201,94.03,0
HENREY,201,65.67,27.36
HENTZEN,201,92.04,0
HERPICH,201,97.51,0
HERSCHELL,201,91.04,2.49
HERTZIG,201,97.01,0
HEYWORTH,201,93.03,0
HINCHER,201,96.02,0
HODRICK,201,11.44,85.07
HOORMANN,201,99.5,0
HUGLE,201,40.3,56.72
HURREN,201,91.54,2.49
INCANDELA,201,97.51,0
INNERARITY,201,71.64,16.92
JANOFSKY,201,95.02,0
JASTRZEMBSKI,201,98.51,0
JASZCZAK,201,96.52,0
JENNERJOHN,201,97.51,0
JENNRICH,201,99,0
JOHNSONBAUGH,201,98.51,0
KAHNKE,201,98.51,0
KAITZ,201,96.02,0
KALININ,201,88.06,0
KANAVEL,201,93.03,0
KENNAUGH,201,98.51,0
KHAIR,201,41.29,9.45
KIEFEL,201,96.52,0
KIEKE,201,98.51,0
KILBERG,201,98.51,0
KISTO,201,9.45,0
KLUCZYNSKI,201,96.52,0
KOEPFER,201,96.52,0
KOETS,201,96.02,0
KOP,201,43.28,0
KORNFIELD,201,93.53,0
KRETSCHMANN,201,99,0
KROST,201,95.02,0
KRZANOWSKI,201,98.01,0
KRZYZEWSKI,201,99,0
KUNAU,201,96.52,0
KUSTERER,201,98.51,0
LABRASH,201,96.52,0
LAEHN,201,94.53,0
LAHIRI,201,7.96,0
LARUFFA,201,92.54,0
LATTERNER,201,97.01,0
LAURENDINE,201,71.14,23.38
LEDERMANN,201,96.52,0
LEGEAR,201,96.52,0
LEGRIS,201,95.52,0
LEMAHIEU,201,97.51,0
LENNAN,201,81.09,15.92
LESAN,201,94.53,0
LESKI,201,90.55,0
LEVIGNE,201,89.05,8.46
LIEBLICH,201,91.54,0
LIMBOCKER,201,95.02,0
LINDESMITH,201,99.5,0
LITZNER,201,85.07,0
LORREN,201,91.54,0
LUCES,201,13.93,26.37
LUDER,201,96.52,0
LUNFORD,201,9.95,86.07
MADDI,201,72.64,0
MANSKY,201,99.5,0
MARGASON,201,87.56,0
MARLBOROUGH,201,91.54,4.98
MARROTTE,201,83.08,0
MASCITELLI,201,95.02,0
MATHON,201,80.1,13.93
MATTNER,201,94.53,0
MCDANIAL,201,76.12,17.41
MEDVETZ,201,99,0
MEHRKENS,201,98.01,0
MICHALUK,201,99,0
MIKULIN,201,93.03,2.99
MILHEIM,201,98.51,0
MILICIA,201,89.55,0
MIRAGLIOTTA,201,95.52,0
MOERER,201,97.51,0
MOLENA,201,10.95,2.49
